Age,Income,Loan_Amount,Credit_Score,Months_Employed,Num_Credit_Lines,Interest_Rate,Loan_Term,Debt_Income_Ratio,Education,Employment_Type,Marital_Status,Has_Mortgage,Has_Dependents,Loan_Purpose,Has_CoSigner,Defaulted,Loan_Income_ratio,Credit_score_Band,Age_band,Tenure_band
44,125853,76864,341,44,2,10.99,36,0.77,Master's,Unemployed,Single,Yes,Yes,Business,Yes,0,0.61,Poor,36-45,3-5 years
60,114069,128094,303,95,2,24.32,24,0.37,PhD,Full-time,Married,No,Yes,Home,Yes,0,1.12,Poor,46-60,>5 years
20,74884,157148,358,2,4,15.7,24,0.72,Bachelor's,Full-time,Married,No,Yes,Auto,Yes,0,2.1,Poor,<25,<1 year
41,40959,194858,579,109,4,24.4,48,0.53,Master's,Unemployed,Married,Yes,No,Education,Yes,0,4.76,Poor,36-45,>5 years
47,134307,62084,844,3,2,16.79,60,0.57,PhD,Full-time,Single,Yes,Yes,Auto,No,0,0.46,Excellent,46-60,<1 year
25,137937,246365,433,5,3,24.26,48,0.79,Master's,Full-time,Divorced,Yes,No,Education,No,1,1.79,Poor,25-35 ,<1 year
39,129888,174370,498,98,3,22.6,12,0.49,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,0,1.34,Poor,36-45,>5 years
42,136117,140753,750,90,4,15.13,60,0.17,PhD,Self-employed,Single,Yes,No,Home,No,0,1.03,Very Good,36-45,>5 years
27,111095,40221,723,3,1,14.95,24,0.83,PhD,Self-employed,Single,Yes,Yes,Other,No,0,0.36,Good,25-35 ,<1 year
66,26909,15130,369,78,1,19.95,12,0.41,Bachelor's,Full-time,Single,No,No,Auto,Yes,0,0.56,Poor,>60,>5 years
46,92354,28424,412,96,4,11.07,24,0.82,High School,Part-time,Divorced,Yes,No,Other,Yes,0,0.31,Poor,46-60,>5 years
57,88560,231073,385,41,4,8.85,48,0.69,PhD,Part-time,Divorced,Yes,No,Auto,Yes,0,2.61,Poor,46-60,3-5 years
18,109336,112438,441,52,4,4.17,36,0.65,High School,Part-time,Divorced,Yes,No,Education,Yes,0,1.03,Poor,<25,3-5 years
69,146710,108555,486,88,3,15.16,36,0.87,High School,Self-employed,Divorced,No,No,Other,No,0,0.74,Poor,>60,>5 years
38,120004,59164,617,37,3,9.31,48,0.13,High School,Full-time,Married,Yes,Yes,Education,No,0,0.49,Fair,36-45,3-5 years
56,94687,180789,683,20,1,11.36,12,0.11,PhD,Full-time,Divorced,Yes,Yes,Business,Yes,0,1.91,Good,46-60,1-3 years
41,34935,204312,466,61,3,20.63,48,0.44,Master's,Unemployed,Single,Yes,Yes,Home,No,0,5.85,Poor,36-45,>5 years
26,37591,166884,359,110,3,9.14,12,0.75,PhD,Self-employed,Divorced,No,No,Business,No,0,4.44,Poor,25-35 ,>5 years
61,22285,66720,368,42,1,8.32,12,0.68,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0,2.99,Poor,>60,3-5 years
43,50891,101541,569,76,3,7.44,60,0.86,Bachelor's,Part-time,Married,No,Yes,Other,Yes,0,2,Poor,36-45,>5 years
26,56890,214925,450,87,2,19.29,60,0.72,Bachelor's,Unemployed,Married,Yes,No,Other,No,0,3.78,Poor,25-35 ,>5 years
37,61687,39205,429,71,2,21.3,24,0.47,High School,Unemployed,Single,Yes,Yes,Business,Yes,0,0.64,Poor,36-45,>5 years
52,68417,32485,308,88,2,18.3,12,0.8,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,0,0.47,Poor,46-60,>5 years
53,116555,168587,778,103,2,2.8,60,0.73,PhD,Self-employed,Married,Yes,No,Home,Yes,0,1.45,Very Good,46-60,>5 years
59,65927,91187,843,45,1,2.28,12,0.14,High School,Unemployed,Divorced,No,Yes,Business,No,1,1.38,Excellent,46-60,3-5 years
53,92295,86300,482,108,1,21.1,36,0.45,Master's,Full-time,Divorced,Yes,No,Auto,No,0,0.94,Poor,46-60,>5 years
26,15059,25948,832,97,1,10.67,36,0.61,Bachelor's,Full-time,Single,No,No,Business,No,0,1.72,Excellent,25-35 ,>5 years
39,138741,110829,510,109,2,12.56,60,0.36,Bachelor's,Full-time,Single,No,No,Business,No,0,0.8,Poor,36-45,>5 years
18,91514,170711,674,12,3,5.55,60,0.54,PhD,Self-employed,Divorced,Yes,No,Home,Yes,0,1.87,Good,<25,1-3 years
22,139441,110185,742,115,2,19.24,24,0.77,Bachelor's,Unemployed,Married,No,Yes,Business,Yes,0,0.79,Very Good,<25,>5 years
26,36329,17694,475,7,1,9.14,48,0.16,PhD,Unemployed,Married,Yes,Yes,Business,No,0,0.49,Poor,25-35 ,<1 year
54,141893,106139,363,109,2,15.1,48,0.27,PhD,Full-time,Married,Yes,Yes,Other,Yes,0,0.75,Poor,46-60,>5 years
55,95521,57590,439,93,1,4.39,48,0.7,Master's,Part-time,Divorced,Yes,No,Education,No,0,0.6,Poor,46-60,>5 years
36,111591,145032,577,12,3,5.58,36,0.59,Master's,Part-time,Married,No,Yes,Other,Yes,0,1.3,Poor,36-45,1-3 years
25,48997,224946,729,48,4,14.41,12,0.64,PhD,Part-time,Single,No,Yes,Education,No,1,4.59,Good,25-35 ,3-5 years
59,24302,133679,558,61,3,19.98,60,0.75,PhD,Full-time,Single,No,Yes,Other,No,0,5.5,Poor,46-60,>5 years
60,114907,35654,357,85,1,3.05,24,0.45,Master's,Self-employed,Single,No,No,Auto,Yes,0,0.31,Poor,46-60,>5 years
49,115229,116633,654,36,1,6.67,24,0.11,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes,0,1.01,Fair,46-60,1-3 years
30,22339,52494,448,30,4,24.15,24,0.24,PhD,Self-employed,Married,Yes,Yes,Home,Yes,0,2.35,Poor,25-35 ,1-3 years
37,75025,65995,669,73,4,4.77,60,0.46,High School,Part-time,Divorced,Yes,No,Business,Yes,0,0.88,Fair,36-45,>5 years
53,73545,212494,773,70,2,12.18,36,0.39,PhD,Self-employed,Divorced,Yes,No,Auto,No,0,2.89,Very Good,46-60,>5 years
60,95379,78601,607,35,1,16.53,48,0.89,PhD,Unemployed,Single,Yes,Yes,Education,No,0,0.82,Fair,46-60,1-3 years
61,36354,247059,703,23,3,8.36,36,0.56,High School,Full-time,Divorced,No,No,Education,Yes,0,6.8,Good,>60,1-3 years
54,26840,150296,594,83,2,16.05,36,0.37,High School,Part-time,Divorced,Yes,No,Other,Yes,0,5.6,Fair,46-60,>5 years
47,73983,229024,824,118,2,18.36,36,0.73,Master's,Part-time,Divorced,No,No,Home,No,0,3.1,Excellent,46-60,>5 years
27,36497,169356,462,66,1,20.97,60,0.28,High School,Self-employed,Married,Yes,Yes,Home,No,0,4.64,Poor,25-35 ,>5 years
48,107692,6332,668,30,2,21.46,24,0.8,Master's,Full-time,Married,No,Yes,Education,No,0,0.06,Fair,46-60,1-3 years
42,52124,214299,594,53,4,13.46,12,0.89,PhD,Unemployed,Married,Yes,Yes,Other,Yes,0,4.11,Fair,36-45,3-5 years
46,81695,69706,359,109,4,15.61,24,0.27,Master's,Full-time,Divorced,Yes,No,Business,Yes,0,0.85,Poor,46-60,>5 years
41,144160,187745,490,113,4,23.78,60,0.18,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0,1.3,Poor,36-45,>5 years
56,143710,35118,304,41,4,10.68,60,0.74,High School,Full-time,Married,Yes,Yes,Auto,No,0,0.24,Poor,46-60,3-5 years
38,112506,42857,551,71,4,2.43,24,0.56,PhD,Full-time,Divorced,No,No,Business,No,0,0.38,Poor,36-45,>5 years
58,74869,101622,499,6,2,20.19,48,0.85,PhD,Unemployed,Single,Yes,Yes,Business,Yes,0,1.36,Poor,46-60,<1 year
26,52132,30535,763,30,3,11.11,24,0.58,Master's,Unemployed,Single,No,Yes,Auto,Yes,0,0.59,Very Good,25-35 ,1-3 years
59,47429,14702,304,59,3,23.1,24,0.81,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,0,0.31,Poor,46-60,3-5 years
59,58654,12498,371,13,2,23.96,12,0.3,PhD,Full-time,Single,Yes,No,Home,Yes,0,0.21,Poor,46-60,1-3 years
19,117162,143586,724,85,2,19.38,36,0.67,Bachelor's,Part-time,Divorced,Yes,Yes,Other,Yes,0,1.23,Good,<25,>5 years
21,58843,217683,751,55,2,12.78,36,0.28,Bachelor's,Self-employed,Married,Yes,Yes,Education,Yes,0,3.7,Very Good,<25,3-5 years
25,147532,95847,774,42,1,24.85,12,0.12,Bachelor's,Self-employed,Married,No,Yes,Education,No,0,0.65,Very Good,25-35 ,3-5 years
49,94013,204379,308,6,1,10.73,48,0.46,PhD,Full-time,Married,No,Yes,Education,No,0,2.17,Poor,46-60,<1 year
31,147865,122813,362,81,1,13.92,60,0.4,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,0,0.83,Poor,25-35 ,>5 years
66,29675,88913,783,88,1,3.18,12,0.41,Master's,Full-time,Married,No,No,Other,Yes,0,3,Very Good,>60,>5 years
30,86308,101308,430,107,1,19.63,36,0.8,Bachelor's,Self-employed,Divorced,No,Yes,Business,No,0,1.17,Poor,25-35 ,>5 years
38,61266,46175,481,116,3,21.71,48,0.5,Master's,Full-time,Single,No,Yes,Home,Yes,0,0.75,Poor,36-45,>5 years
41,67012,88896,316,118,1,17.73,36,0.88,PhD,Full-time,Divorced,No,No,Home,Yes,0,1.33,Poor,36-45,>5 years
67,19832,219945,468,95,4,2.79,48,0.39,Bachelor's,Part-time,Divorced,Yes,No,Home,No,0,11.09,Poor,>60,>5 years
35,123299,102029,734,16,1,14.47,24,0.28,Master's,Part-time,Divorced,No,No,Auto,No,0,0.83,Good,25-35 ,1-3 years
62,60457,148897,766,72,1,18.41,12,0.82,Master's,Self-employed,Married,No,Yes,Other,No,0,2.46,Very Good,>60,>5 years
57,93291,210166,714,1,2,10.66,12,0.65,High School,Self-employed,Divorced,No,Yes,Other,No,0,2.25,Good,46-60,<1 year
43,109414,62996,836,76,4,16.59,12,0.37,PhD,Unemployed,Divorced,Yes,No,Home,Yes,0,0.58,Excellent,36-45,>5 years
49,100600,115572,618,51,1,5.95,24,0.44,Bachelor's,Unemployed,Married,No,Yes,Home,No,0,1.15,Fair,46-60,3-5 years
61,117983,9057,826,107,1,5.37,48,0.32,High School,Part-time,Divorced,Yes,No,Business,No,0,0.08,Excellent,>60,>5 years
50,73745,113313,723,11,4,16.13,24,0.83,High School,Full-time,Divorced,No,Yes,Auto,No,0,1.54,Good,46-60,<1 year
69,49235,210097,812,31,3,2.23,24,0.26,Bachelor's,Unemployed,Married,No,No,Home,No,0,4.27,Excellent,>60,1-3 years
48,123357,23229,598,49,2,18.46,60,0.57,PhD,Full-time,Married,Yes,No,Business,No,0,0.19,Fair,46-60,3-5 years
35,107179,207940,348,114,2,17.49,24,0.63,High School,Self-employed,Single,Yes,Yes,Education,No,0,1.94,Poor,25-35 ,>5 years
52,65746,164832,382,78,1,17.56,24,0.57,Master's,Part-time,Married,Yes,No,Education,Yes,0,2.51,Poor,46-60,>5 years
29,132713,90675,711,94,3,17.97,36,0.44,PhD,Part-time,Single,No,No,Business,No,0,0.68,Good,25-35 ,>5 years
68,35069,169286,395,43,3,16.27,24,0.26,Bachelor's,Part-time,Married,No,No,Auto,No,0,4.83,Poor,>60,3-5 years
42,29564,145006,754,52,2,12.51,48,0.62,PhD,Full-time,Divorced,No,Yes,Education,Yes,0,4.9,Very Good,36-45,3-5 years
62,53197,198212,639,103,2,11.96,36,0.81,Master's,Part-time,Divorced,No,Yes,Business,Yes,0,3.73,Fair,>60,>5 years
48,48850,65863,606,16,2,17.66,60,0.81,High School,Self-employed,Divorced,No,No,Business,Yes,0,1.35,Fair,46-60,1-3 years
27,38518,73713,708,28,2,5.51,48,0.69,High School,Self-employed,Married,Yes,No,Business,No,0,1.91,Good,25-35 ,1-3 years
64,93292,155948,384,14,1,20.96,48,0.24,Bachelor's,Unemployed,Single,No,Yes,Auto,No,0,1.67,Poor,>60,1-3 years
69,30879,47386,505,48,2,21.03,60,0.59,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,0,1.53,Poor,>60,3-5 years
51,52744,199921,331,68,4,11.9,24,0.34,PhD,Full-time,Divorced,No,No,Home,No,0,3.79,Poor,46-60,>5 years
68,52457,194891,311,33,1,2.55,36,0.24,Bachelor's,Self-employed,Divorced,No,Yes,Other,No,0,3.72,Poor,>60,1-3 years
20,29583,150394,420,83,2,19.79,36,0.65,PhD,Part-time,Married,No,Yes,Home,Yes,1,5.08,Poor,<25,>5 years
63,76973,113933,466,111,4,3.37,36,0.83,PhD,Unemployed,Married,Yes,No,Other,Yes,0,1.48,Poor,>60,>5 years
56,39315,194623,572,78,4,21.6,24,0.31,PhD,Full-time,Single,No,Yes,Auto,Yes,0,4.95,Poor,46-60,>5 years
25,143825,60249,613,90,2,4.93,60,0.83,Master's,Part-time,Single,Yes,Yes,Home,No,0,0.42,Fair,25-35 ,>5 years
49,110430,152337,701,111,2,9.53,12,0.88,Master's,Self-employed,Single,No,No,Home,Yes,1,1.38,Good,46-60,>5 years
60,100787,106574,638,36,1,19.48,36,0.11,Bachelor's,Part-time,Divorced,No,No,Other,No,0,1.06,Fair,46-60,1-3 years
46,84524,182161,336,102,2,8.92,60,0.59,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,0,2.16,Poor,46-60,>5 years
39,135308,174775,377,105,2,23.33,48,0.85,High School,Self-employed,Divorced,Yes,Yes,Auto,No,0,1.29,Poor,36-45,>5 years
37,120572,123312,576,56,1,11,60,0.58,Bachelor's,Part-time,Married,Yes,Yes,Education,No,0,1.02,Poor,36-45,3-5 years
23,44831,130211,426,19,4,21.44,48,0.64,High School,Unemployed,Single,No,Yes,Home,No,1,2.9,Poor,<25,1-3 years
60,106477,230497,319,59,4,12.7,36,0.7,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,0,2.16,Poor,46-60,3-5 years
66,29550,79694,449,111,2,19.28,24,0.49,PhD,Full-time,Divorced,Yes,No,Business,No,0,2.7,Poor,>60,>5 years
46,134157,154056,311,76,1,10.65,24,0.17,Master's,Unemployed,Single,No,No,Auto,Yes,1,1.15,Poor,46-60,>5 years
59,112030,159666,534,90,2,12.75,24,0.74,PhD,Unemployed,Single,Yes,No,Education,No,0,1.43,Poor,46-60,>5 years
34,79813,103529,601,33,1,19.22,24,0.82,PhD,Self-employed,Divorced,Yes,Yes,Other,No,0,1.3,Fair,25-35 ,1-3 years
48,44180,102811,772,103,4,22.26,48,0.37,High School,Self-employed,Married,Yes,Yes,Education,Yes,0,2.33,Very Good,46-60,>5 years
51,96986,109237,796,10,4,20.13,24,0.79,Master's,Self-employed,Divorced,No,Yes,Other,No,0,1.13,Very Good,46-60,<1 year
55,128041,27878,785,46,4,11.9,36,0.69,High School,Unemployed,Single,No,Yes,Education,Yes,0,0.22,Very Good,46-60,3-5 years
54,61862,128456,846,8,3,23.61,36,0.33,PhD,Self-employed,Divorced,No,No,Home,No,1,2.08,Excellent,46-60,<1 year
21,35421,162804,563,117,2,11.17,24,0.53,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,0,4.6,Poor,<25,>5 years
19,132251,59809,755,31,4,14.83,48,0.78,High School,Full-time,Divorced,No,No,Other,No,0,0.45,Very Good,<25,1-3 years
29,85759,202422,490,68,2,3.02,12,0.59,High School,Part-time,Single,Yes,No,Home,Yes,0,2.36,Poor,25-35 ,>5 years
52,86984,207601,452,101,4,5.17,36,0.26,Bachelor's,Unemployed,Married,Yes,Yes,Other,Yes,0,2.39,Poor,46-60,>5 years
23,144837,44925,769,80,1,9.22,12,0.54,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,0,0.31,Very Good,<25,>5 years
63,25847,41441,660,91,2,8.98,60,0.21,High School,Part-time,Divorced,Yes,Yes,Home,No,0,1.6,Fair,>60,>5 years
25,99968,201594,418,37,1,6.89,36,0.87,Bachelor's,Full-time,Single,No,No,Other,No,0,2.02,Poor,25-35 ,3-5 years
38,62502,62496,775,15,2,5.65,36,0.58,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,0,1,Very Good,36-45,1-3 years
63,32605,74837,453,59,4,15.55,12,0.8,High School,Full-time,Single,Yes,Yes,Business,Yes,1,2.3,Poor,>60,3-5 years
52,19647,106989,378,73,1,5.45,36,0.3,PhD,Unemployed,Divorced,Yes,No,Education,Yes,0,5.45,Poor,46-60,>5 years
65,16747,21711,653,11,1,7.78,24,0.23,Master's,Part-time,Single,Yes,No,Other,No,0,1.3,Fair,>60,<1 year
32,21372,9621,485,43,1,10.28,36,0.14,High School,Full-time,Divorced,No,No,Other,No,0,0.45,Poor,25-35 ,3-5 years
24,31885,97318,716,28,2,16.18,12,0.78,Master's,Self-employed,Single,No,No,Business,Yes,1,3.05,Good,<25,1-3 years
32,89097,192189,513,87,2,13.33,48,0.48,Bachelor's,Full-time,Divorced,No,No,Auto,No,1,2.16,Poor,25-35 ,>5 years
62,61465,13488,311,8,1,6.26,48,0.32,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,0,0.22,Poor,>60,<1 year
23,110277,88375,729,110,1,11.32,48,0.6,High School,Full-time,Divorced,No,Yes,Other,Yes,0,0.8,Good,<25,>5 years
64,146576,142487,553,74,1,10,12,0.72,Bachelor's,Full-time,Divorced,No,No,Business,Yes,0,0.97,Poor,>60,>5 years
34,143277,206933,554,2,1,21.18,48,0.25,Bachelor's,Self-employed,Single,No,Yes,Business,Yes,1,1.44,Poor,25-35 ,<1 year
21,142911,106561,605,104,2,15.73,24,0.22,PhD,Part-time,Divorced,No,No,Auto,No,0,0.75,Fair,<25,>5 years
39,75237,144161,362,79,1,13.1,48,0.17,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,0,1.92,Poor,36-45,>5 years
49,54004,78564,709,1,3,24.7,36,0.27,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,Yes,0,1.45,Good,46-60,<1 year
39,60142,207652,603,110,4,6.86,60,0.44,High School,Full-time,Divorced,No,Yes,Other,Yes,0,3.45,Fair,36-45,>5 years
44,136874,227209,348,75,3,10.37,48,0.28,High School,Part-time,Divorced,Yes,No,Business,No,0,1.66,Poor,36-45,>5 years
63,29085,31158,423,21,4,17.76,36,0.32,PhD,Part-time,Single,No,No,Education,No,0,1.07,Poor,>60,1-3 years
32,35784,210690,765,39,1,10.14,12,0.85,Master's,Full-time,Single,Yes,Yes,Other,Yes,0,5.89,Very Good,25-35 ,3-5 years
61,133372,42552,782,11,3,10.83,24,0.3,Master's,Part-time,Married,No,Yes,Other,Yes,0,0.32,Very Good,>60,<1 year
68,116128,140987,411,119,2,15.32,12,0.41,Bachelor's,Part-time,Divorced,No,Yes,Education,Yes,0,1.21,Poor,>60,>5 years
39,72446,218096,561,117,3,5.7,60,0.68,High School,Self-employed,Single,Yes,Yes,Other,Yes,0,3.01,Poor,36-45,>5 years
45,21283,18074,522,18,4,21.48,60,0.83,PhD,Part-time,Divorced,Yes,No,Other,No,0,0.85,Poor,36-45,1-3 years
59,133456,118956,324,112,3,8.51,24,0.28,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,0,0.89,Poor,46-60,>5 years
55,32077,204442,624,11,1,14.48,12,0.21,High School,Part-time,Single,Yes,Yes,Business,Yes,0,6.37,Fair,46-60,<1 year
26,29851,73691,488,31,4,19.4,24,0.43,Bachelor's,Self-employed,Single,No,Yes,Business,No,1,2.47,Poor,25-35 ,1-3 years
51,74423,200978,694,3,3,12.12,24,0.87,Bachelor's,Unemployed,Divorced,Yes,No,Other,No,0,2.7,Good,46-60,<1 year
53,52518,214776,438,56,4,22.75,48,0.3,Master's,Full-time,Single,No,Yes,Home,No,1,4.09,Poor,46-60,3-5 years
26,133950,122107,655,95,2,24.71,60,0.6,Master's,Part-time,Single,Yes,No,Auto,Yes,0,0.91,Fair,25-35 ,>5 years
32,16100,124921,686,63,3,18.61,12,0.31,PhD,Part-time,Divorced,No,No,Education,Yes,1,7.76,Good,25-35 ,>5 years
62,58364,128280,524,79,4,11.72,48,0.86,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,0,2.2,Poor,>60,>5 years
37,64422,61360,723,60,3,20,24,0.25,Bachelor's,Unemployed,Divorced,No,No,Other,No,0,0.95,Good,36-45,#N/A
25,141998,235058,682,55,4,2.97,48,0.26,Bachelor's,Full-time,Married,Yes,No,Other,No,0,1.66,Good,25-35 ,3-5 years
45,75893,13192,376,35,3,7.44,12,0.45,Master's,Full-time,Married,No,Yes,Auto,No,0,0.17,Poor,36-45,1-3 years
68,92321,249052,429,18,3,16.99,48,0.71,Master's,Self-employed,Single,No,Yes,Auto,Yes,0,2.7,Poor,>60,1-3 years
36,79091,34474,315,39,1,11.02,60,0.69,Master's,Part-time,Single,No,Yes,Other,Yes,0,0.44,Poor,36-45,3-5 years
33,117635,11149,834,51,3,8.25,12,0.47,High School,Part-time,Divorced,Yes,No,Education,Yes,0,0.09,Excellent,25-35 ,3-5 years
28,22114,249592,336,83,4,19.84,36,0.81,Bachelor's,Self-employed,Single,No,Yes,Education,No,1,11.29,Poor,25-35 ,>5 years
59,148006,63696,307,55,4,21.64,12,0.53,High School,Self-employed,Divorced,No,Yes,Home,Yes,0,0.43,Poor,46-60,3-5 years
25,101574,13581,760,28,2,6.52,36,0.68,PhD,Part-time,Divorced,No,Yes,Home,Yes,0,0.13,Very Good,25-35 ,1-3 years
50,25719,154405,833,29,2,18.35,12,0.82,PhD,Unemployed,Married,No,No,Auto,No,0,6,Excellent,46-60,1-3 years
27,45532,43254,471,56,1,22.83,60,0.48,PhD,Part-time,Single,Yes,Yes,Business,Yes,0,0.95,Poor,25-35 ,3-5 years
35,91191,12147,365,55,2,17.65,24,0.53,Master's,Part-time,Divorced,No,No,Education,Yes,0,0.13,Poor,25-35 ,3-5 years
52,27898,131853,783,28,2,23.73,24,0.84,PhD,Unemployed,Single,Yes,No,Other,No,0,4.73,Very Good,46-60,1-3 years
60,56039,196418,751,53,2,8.03,24,0.12,Bachelor's,Part-time,Single,No,Yes,Other,No,0,3.51,Very Good,46-60,3-5 years
67,131477,152912,797,83,3,14.92,24,0.51,Bachelor's,Self-employed,Divorced,No,Yes,Business,No,0,1.16,Very Good,>60,>5 years
20,38082,138572,719,75,2,21.68,36,0.61,Bachelor's,Full-time,Married,Yes,No,Other,Yes,1,3.64,Good,<25,>5 years
57,43519,100966,382,44,4,10.5,36,0.85,Master's,Self-employed,Married,Yes,Yes,Other,Yes,0,2.32,Poor,46-60,3-5 years
44,142845,48255,585,100,3,22.01,36,0.5,High School,Unemployed,Single,Yes,No,Auto,No,0,0.34,Fair,36-45,>5 years
45,140061,82748,346,20,4,22.63,12,0.25,Master's,Self-employed,Married,Yes,No,Auto,No,0,0.59,Poor,36-45,1-3 years
63,20854,242436,747,14,3,24.69,24,0.21,PhD,Part-time,Married,Yes,Yes,Home,Yes,1,11.63,Very Good,>60,1-3 years
23,31041,234502,629,1,4,24.64,12,0.83,Master's,Self-employed,Single,Yes,No,Home,No,0,7.55,Fair,<25,<1 year
64,94054,66332,762,1,4,8.78,24,0.4,PhD,Unemployed,Married,Yes,Yes,Home,No,0,0.71,Very Good,>60,<1 year
31,120457,147509,400,67,3,5.92,60,0.19,Master's,Full-time,Divorced,No,No,Other,No,0,1.22,Poor,25-35 ,>5 years
24,58023,146569,749,116,1,21.05,60,0.46,Bachelor's,Self-employed,Single,No,No,Auto,Yes,1,2.53,Very Good,<25,>5 years
27,22704,17210,463,64,1,6.43,48,0.46,PhD,Self-employed,Married,Yes,Yes,Auto,No,1,0.76,Poor,25-35 ,>5 years
32,69167,112291,409,100,2,15.31,24,0.23,High School,Full-time,Married,No,No,Other,Yes,0,1.62,Poor,25-35 ,>5 years
48,132522,145283,424,66,3,10.26,48,0.52,PhD,Self-employed,Married,No,No,Business,No,0,1.1,Poor,46-60,>5 years
46,120944,176872,333,42,4,15.82,24,0.56,PhD,Self-employed,Married,Yes,No,Other,Yes,0,1.46,Poor,46-60,3-5 years
59,100999,129910,407,6,3,2.11,36,0.89,PhD,Self-employed,Divorced,No,Yes,Business,No,0,1.29,Poor,46-60,<1 year
34,98357,169130,835,113,2,2.29,24,0.62,PhD,Unemployed,Divorced,No,No,Auto,No,0,1.72,Excellent,25-35 ,>5 years
68,120956,18483,837,12,3,20.37,24,0.6,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,0,0.15,Excellent,>60,1-3 years
46,127207,246236,636,27,2,4.78,60,0.61,Master's,Unemployed,Divorced,Yes,No,Auto,No,0,1.94,Fair,46-60,1-3 years
66,62921,77722,308,33,4,12.75,24,0.87,Master's,Part-time,Married,No,No,Home,No,0,1.24,Poor,>60,1-3 years
61,17183,22251,800,45,1,18.24,12,0.81,Bachelor's,Self-employed,Single,No,No,Home,Yes,0,1.29,Excellent,>60,3-5 years
32,93977,153331,526,0,3,19.12,24,0.32,PhD,Full-time,Married,No,No,Education,Yes,1,1.63,Poor,25-35 ,<1 year
43,83915,154105,439,16,1,16.37,36,0.42,High School,Full-time,Single,Yes,No,Home,Yes,0,1.84,Poor,36-45,1-3 years
29,123695,246389,399,37,2,5.06,24,0.57,Master's,Part-time,Divorced,No,No,Home,Yes,0,1.99,Poor,25-35 ,3-5 years
42,80324,56302,814,108,1,23.25,24,0.87,High School,Self-employed,Divorced,No,No,Business,No,0,0.7,Excellent,36-45,>5 years
58,34923,45190,547,117,1,10.82,36,0.72,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,0,1.29,Poor,46-60,>5 years
22,96728,114672,609,39,1,17.32,12,0.37,PhD,Full-time,Divorced,Yes,No,Other,No,0,1.19,Fair,<25,3-5 years
21,122606,100342,822,105,2,13.97,12,0.67,High School,Self-employed,Divorced,Yes,No,Auto,No,0,0.82,Excellent,<25,>5 years
61,15303,192977,389,3,3,4.97,12,0.39,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,No,0,12.61,Poor,>60,<1 year
65,100346,127188,387,77,3,2.26,36,0.63,PhD,Full-time,Single,No,No,Education,Yes,0,1.27,Poor,>60,>5 years
58,76051,38478,387,87,2,15.38,36,0.8,High School,Full-time,Single,No,No,Business,Yes,0,0.51,Poor,46-60,>5 years
48,67351,189430,675,66,4,12.93,48,0.7,Master's,Part-time,Single,Yes,No,Education,Yes,0,2.81,Good,46-60,>5 years
20,38203,176143,530,92,4,17.06,12,0.39,PhD,Part-time,Married,Yes,Yes,Auto,No,0,4.61,Poor,<25,>5 years
20,39545,74246,691,37,3,22.25,24,0.77,PhD,Full-time,Single,Yes,No,Auto,No,0,1.88,Good,<25,3-5 years
43,119178,162686,408,109,2,6.64,24,0.81,Bachelor's,Self-employed,Married,Yes,Yes,Business,No,0,1.37,Poor,36-45,>5 years
67,82396,9660,756,86,1,9.15,12,0.5,Bachelor's,Full-time,Married,No,No,Auto,No,0,0.12,Very Good,>60,>5 years
34,143632,161973,438,64,4,23.11,36,0.77,High School,Self-employed,Single,No,Yes,Auto,Yes,0,1.13,Poor,25-35 ,>5 years
27,40950,93477,323,17,2,24.36,60,0.88,High School,Unemployed,Married,Yes,No,Business,No,1,2.28,Poor,25-35 ,1-3 years
19,102326,198854,410,65,3,21.81,48,0.14,Master's,Part-time,Married,Yes,No,Business,No,1,1.94,Poor,<25,>5 years
41,33347,177648,719,4,1,10.71,48,0.37,PhD,Unemployed,Divorced,No,Yes,Business,No,1,5.33,Good,36-45,<1 year
28,110230,39177,687,43,2,22.24,48,0.88,High School,Self-employed,Married,Yes,No,Business,Yes,0,0.36,Good,25-35 ,3-5 years
41,24183,210092,459,66,4,22.2,12,0.55,PhD,Full-time,Divorced,No,Yes,Business,No,1,8.69,Poor,36-45,>5 years
52,40006,127672,687,28,3,19.97,24,0.75,PhD,Self-employed,Single,No,No,Education,No,0,3.19,Good,46-60,1-3 years
